Name,Age,Hometown,Country,Boarded,Destination,Lifeboat,Class,Survive,Title,CountryBin,AgeBin,FamilySize,isAlone,AgeBin_Code,CountryBin_Code,Title_Code
"Holverson, Mrs. Mary Aline (née Towner)",35,New York City,US,Southampton,New York City,1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"Homer, Mr. Harry (alias E. Haven)",40,"Indianapolis, Indiana, US",US,Southampton,"Indianapolis, Indiana, US",1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Hoyt, Mr. Frederick Maxfield",35,New York City,US,Southampton,"Stamford, Connecticut, US",1,1,1,Mr,US,adults,3,0,0.0,4.0,6.0
"Hoyt, Mrs. Jane Anne (née Forby)",31,New York City,US,Southampton,"Stamford, Connecticut, US",1,1,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Hoyt, Mr. William Fisher",42,New York City,US,Cherbourg,New York City,1,1,0,Mr,US,adults,3,0,0.0,4.0,6.0
"Isham, Miss Ann Elizabeth",50,"Chicago, Illinois, US",US,Cherbourg,"Chicago, Illinois, US",0,1,0,Miss,US,adults,1,1,0.0,4.0,5.0
"Ismay, Mr. Joseph Bruce",49,"Liverpool, Merseyside, England, UK",UK,Southampton,New York City,1,1,1,Mr,UK,adults,3,0,0.0,3.0,6.0
"and valet, Mr. John Richard Fry",39,"Liverpool, Merseyside, England, UK",UK,Southampton,"New York, New York, US",0,1,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"and secretary, Mr. William Henry Harrison",45,"Wallasey, Merseyside, England, UK",UK,Southampton,"New York, New York, US",0,1,0,Mr,UK,adults,3,0,0.0,3.0,6.0
"Jones, Mr. Charles Cresson",46,"Bennington, Vermont, US",US,Southampton,"Bennington, Vermont, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Julian, Mr. Henry Forbes",50,"Torquay, Devon, England, UK",UK,Southampton,"San Francisco, US",0,1,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Kent, Mr. Edward Austin",58,"Buffalo, New York, US",US,Cherbourg,"Buffalo, New York, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Kenyon, Mr. Frederick R.",41,"Pittsburgh, Pennsylvania, US",US,Southampton,"Pittsburgh, Pennsylvania, US",0,1,0,Mr,US,adults,2,0,0.0,4.0,6.0
"Kenyon, Mrs. Marion (née Stauffer)[74][80]",31,"Pittsburgh, Pennsylvania, US",US,Southampton,"Pittsburgh, Pennsylvania, US",1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"Kimball, Mr. Edwin Nelson Jr.",42,"Boston, Massachusetts, US",US,Southampton,"Boston, Massachusetts, US",1,1,1,Mr,US,adults,2,0,0.0,4.0,6.0
"Kimball, Mrs. Gertrude (née Parsons)",45,"Boston, Massachusetts, US",US,Southampton,"Boston, Massachusetts, US",1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"Klaber, Mr. Herman",45,"Portland, Oregon, US",US,Southampton,"Portland, Oregon, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Lambert-Williams, Mr. Fletcher Fellows",43,"London, England, UK",UK,Southampton,"Newark, New Jersey, US",0,1,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Leader, Dr. Alice (née Farnham)",49,New York City,US,Southampton,New York City,1,1,1,Dr,US,adults,1,1,0.0,4.0,2.0
"Leslie, Lucy Noël Martha, Countess of Rothes (née Dyer-Edwardes)",34,"Vancouver, British Columbia, Canada",Canada,Southampton,"Vancouver, British Columbia, Canada
",1,1,1,Mrs,Other,adults,2,0,0.0,0.0,7.0
"and maid, Miss Roberta Elizabeth Mary ""Cissy"" Maioni[81]",20,"Vancouver, British Columbia, Canada",Canada,Southampton,"Vancouver, British Columbia, Canada
",1,1,1,Miss,Other,young adults,2,0,3.0,0.0,5.0
"Lewy, Mr. Ervin G.",31,"Chicago, Illinois, US",US,Cherbourg,"Chicago, Illinois, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Lindeberg-Lind, Mr. Erik Gustav (alias Edward Lingrey)",42,"Jordanstorp, Södermanland, Sweden",Sweden,Southampton,New York City,0,1,0,Mr,Sweden,adults,1,1,0.0,1.0,6.0
"Lindström, Mrs. Sigrid (née Posse)",55,"Stockholm, Sweden",Sweden,Cherbourg,New York City,1,1,1,Mrs,Sweden,seniors,1,1,2.0,1.0,7.0
"Lines, Mrs. Elizabeth Lindsey (née James)",50,"Paris, France",France,Cherbourg,"Hanover, New Hampshire, US",1,1,1,Mrs,Other,adults,2,0,0.0,0.0,7.0
"Lines, Miss Mary Conover",16,"Paris, France",France,Cherbourg,"Hanover, New Hampshire, US",1,1,1,Miss,Other,minors,2,0,1.0,0.0,5.0
"Long, Mr. Milton Clyde",29,"Springfield, Massachusetts, US",US,Southampton,"Springfield, Massachusetts, US",0,1,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Longley, Miss Gretchen Fiske",21,"Hudson, New York, US",US,Cherbourg,"Hudson, New York, US",1,1,1,Miss,US,young adults,1,1,3.0,4.0,5.0
"Loring, Mr. Joseph Holland",30,"London, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Madill, Miss Georgette Alexandra",16,"St Louis, Missouri, US",US,Southampton,"St Louis, Missouri, US",1,1,1,Miss,US,minors,1,1,1.0,4.0,5.0
"Maguire, Mr. John Edward",30,"Brockton, Massachusetts, US",US,Southampton,"Brockton, Massachusetts, US",0,1,0,Mr,US,young adults,1,1,3.0,4.0,6.0
"Maréchal, Mr. Pierre, Sr.",28,"Paris, France",France,Cherbourg,New York City,1,1,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Marvin, Mr. Daniel Warner",18,New York City,US,Southampton,New York City,0,1,0,Mr,US,minors,2,0,1.0,4.0,6.0
"Marvin, Mrs. Mary Graham Carmichael (née Farquarson)[74][82]",18,New York City,US,Southampton,New York City,1,1,1,Mrs,US,minors,2,0,1.0,4.0,7.0
"Mayné, Miss Bertha Antonine",24,"Brussels, Belgium",Belgium,Cherbourg,"Montreal, Quebec, Canada",1,1,1,Miss,Other,young adults,1,1,3.0,0.0,5.0
"McCaffry, Mr. Thomas Francis",46,"Vancouver, British Columbia, Canada",Canada,Southampton,"Vancouver, British Columbia, Canada",0,1,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"McCarthy, Mr. Timothy J.",54,"Dorchester, Massachusetts, US",US,Southampton,"Dorchester, Massachusetts, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"McGough, Mr. James Robert",35,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Meyer, Mr. Edgar Joseph",28,New York City,US,Cherbourg,New York City,0,1,0,Mr,US,young adults,2,0,3.0,4.0,6.0
"Meyer, Mrs. Leila (née Saks)",25,New York City,US,Cherbourg,New York City,1,1,1,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Millet, Mr. Francis Davis",63,"East Bridgewater, Massachusetts, US",US,Cherbourg,"East Bridgewater, Massachusetts, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Minahan, Dr. William Edward",44,"Fond du Lac, Wisconsin, US",US,Southampton,"Fond du Lac, Wisconsin, US",0,1,0,Dr,US,adults,3,0,0.0,4.0,2.0
"Minahan, Mrs. Lillian E. (née Thorpe)",37,"Fond du Lac, Wisconsin, US",US,Southampton,"Fond du Lac, Wisconsin, US",1,1,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Minahan, Miss Daisy E.",33,"Fond du Lac, Wisconsin, US",US,Southampton,"Fond du Lac, Wisconsin, US",1,1,1,Miss,US,adults,3,0,0.0,4.0,5.0
"Mock, Mr. Philipp Edmund",30,New York City,US,Cherbourg,New York City,1,1,1,Mr,US,young adults,1,1,3.0,4.0,6.0
"Molson, Mr. Harry Markland",55,"Montreal, Quebec, Canada",Canada,Southampton,"Montreal, Quebec, Canada",0,1,0,Mr,Other,seniors,1,1,2.0,0.0,6.0
"Moore, Mr. Clarence",47,"Washington, D.C., US",US,Southampton,"Washington, D.C., US",0,1,0,Mr,US,adults,2,0,0.0,4.0,6.0
"and valet, Mr. Charles Henry Harrington",37,"Washington, D.C., US",US,Southampton,"Washington, D.C., US",0,1,0,Mr,US,adults,2,0,0.0,4.0,6.0
"Natsch, Mr. Charles",36,"Brooklyn, New York, US",US,Cherbourg,"Brooklyn, New York, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Newell, Mr. Arthur Webster",58,"Lexington, Massachusetts, US",US,Cherbourg,"Lexington, Massachusetts, US",0,1,0,Mr,US,seniors,3,0,2.0,4.0,6.0
"Newell, Miss Madeleine",31,"Lexington, Massachusetts, US",US,Cherbourg,"Lexington, Massachusetts, US",1,1,1,Miss,US,adults,3,0,0.0,4.0,5.0
"Newell, Miss Marjorie Anne",23,"Lexington, Massachusetts, US",US,Cherbourg,"Lexington, Massachusetts, US",1,1,1,Miss,US,young adults,3,0,3.0,4.0,5.0
"Newsom, Miss Helen Monypeny",19,New York City,US,Southampton,New York City,1,1,1,Miss,US,young adults,1,1,3.0,4.0,5.0
"Nicholson, Mr. Arthur Ernest",64,"Shanklin, Isle of Wight, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Nourney, Mr. Alfred[83][84]",20,"Cologne, German Empire[note 3]",German Empire,Cherbourg,New York City,1,1,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Omont, Mr. Alfred Fernand",29,"Le Havre, France
",France,Cherbourg,New York City,1,1,1,Mr,Other,young adults,1,1,3.0,0.0,6.0
"Ostby, Mr. Engelhart Cornelius",64,"Providence, Rhode Island, US",US,Southampton,"Providence, Rhode Island, US",0,1,0,Mr,US,seniors,2,0,2.0,4.0,6.0
"Ostby, Miss Helene Ragnhild",22,"Providence, Rhode Island, US",US,Southampton,"Providence, Rhode Island, US",1,1,1,Miss,US,young adults,2,0,3.0,4.0,5.0
"Ovies y Rodriguez, Mr. Servando José Florentino",36,"Havana, Cuba",Cuba,Cherbourg,"Havana, Cuba",0,1,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Parr, Mr. William Henry Marsh[72]",29,"Belfast, Ireland, UK",UK,Belfast,New York City,0,1,0,Mr,UK,young adults,1,1,3.0,3.0,6.0
"Partner, Mr. Austin",40,"Tolworth, London, England, UK",UK,Southampton,"Toronto, Ontario, Canada",0,1,0,Mr,UK,adults,1,1,0.0,3.0,6.0
"Pears, Mr. Thomas Clinton",29,"Isleworth, London, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,young adults,2,0,3.0,3.0,6.0
"Pears, Mrs. Edith (née Wearne)",22,"Isleworth, London, England, UK",UK,Southampton,New York City,1,1,1,Mrs,UK,young adults,2,0,3.0,3.0,7.0
"Peñasco y Castellana, Mr. Victor",24,"Madrid, Spain",Spain,Cherbourg,New York City,0,1,0,Mr,Other,young adults,3,0,3.0,0.0,6.0
"Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo)",22,"Madrid, Spain",Spain,Cherbourg,New York City,1,1,1,Mrs,Other,young adults,3,0,3.0,0.0,7.0
"and maid, Doña Fermina Oliva y Ocana",39,"Madrid, Spain",Spain,Cherbourg,New York City,1,1,1,Mrs,Other,adults,3,0,0.0,0.0,7.0
"Peuchen, Major Arthur Godfrey",52,"Toronto, Ontario, Canada",Canada,Southampton,"Toronto, Ontario, Canada",1,1,1,Major,Other,seniors,1,1,2.0,0.0,3.0
"Porter, Mr. Walter Chamberlain",46,"Worcester, Massachusetts, US",US,Southampton,"Worcester, Massachusetts, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Potter, Mrs. Lily Alexenia (née Wilson)",56,"Philadelphia, Pennsylvania, US",US,Cherbourg,"Philadelphia, Pennsylvania, US",1,1,1,Mrs,US,seniors,1,1,2.0,4.0,7.0
"Reuchlin, The Honourable Mr. Johan George",38,"Rotterdam, The Netherlands",The Netherlands,Southampton,New York City,0,1,0,Reverend,Other,adults,1,1,0.0,0.0,8.0
"Rheims, Mr. George Alexander Lucien",36,"Paris, France",France,Southampton,New York City,1,1,1,Mr,Other,adults,1,1,0.0,0.0,6.0
"Robert, Mrs. Elisabeth Walton (née McMillan)",43,"St. Louis, Missouri, US",US,Southampton,"St. Louis, Missouri, US",1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"and maid, Miss Emilie Kreuchen",29,"St. Louis, Missouri, US",US,Southampton,"St. Louis, Missouri, US",1,1,1,Miss,US,young adults,2,0,3.0,4.0,5.0
"Roebling, Mr. Washington Augustus II",31,"Trenton, New Jersey, US",US,Southampton,"Trenton, New Jersey, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Romaine, Mr. Charles Hallance (alias C. Rolmane)",45,New York City,US,Southampton,New York City,1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Rood, Mr. Hugh Roscoe",38,"Seattle, Washington, US",US,Southampton,"Seattle, Washington, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Rosenbaum, Miss Edith Louise",34,"Paris, France",France,Cherbourg,"Cincinnati, Ohio, US",1,1,1,Miss,Other,adults,1,1,0.0,0.0,5.0
"Rosenshine, Mr. George (alias George Thorne)",46,New York City,US,Cherbourg,New York City,0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Ross, Mr. John Hugo",36,"Winnipeg, Manitoba, Canada",Canada,Southampton,"Winnipeg, Manitoba, Canada",0,1,0,Mr,Other,adults,1,1,0.0,0.0,6.0
"Rothschild, Mr. Martin",46,New York City,US,Cherbourg,New York City,0,1,0,Mr,US,adults,2,0,0.0,4.0,6.0
"Rothschild, Mrs. Elizabeth Jane Anne (née Barrett)",54,New York City,US,Cherbourg,New York City,1,1,1,Mrs,US,seniors,2,0,2.0,4.0,7.0
"Rowe, Mr. Alfred G.",59,"Liverpool, Merseyside, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Ryerson, Mr. Arthur Larned",61,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",0,1,0,Mr,US,seniors,7,0,2.0,4.0,6.0
"Ryerson, Mrs. Emily Maria (née Borie)",48,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Mrs,US,adults,7,0,0.0,4.0,7.0
"and maid, Miss Victorine Chaudanson",36,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Miss,US,adults,7,0,0.0,4.0,5.0
"Ryerson, Miss Susan Parker ""Suzette""",21,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Miss,US,young adults,7,0,3.0,4.0,5.0
"Ryerson, Miss Emily Borie",18,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Miss,US,minors,7,0,1.0,4.0,5.0
"Ryerson, Master John Borie ""Jack""",13,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Master,US,minors,7,0,1.0,4.0,4.0
"and governess, Miss Grace Scott Bowen",45,"Cooperstown, New York, US",US,Cherbourg,"Cooperstown, New York, US",1,1,1,Miss,US,adults,7,0,0.0,4.0,5.0
"Saalfeld, Mr. Adolphe",47,"Manchester, England, UK",UK,Southampton,New York City,1,1,1,Mr,UK,adults,1,1,0.0,3.0,6.0
"Salomon, Mr. Abraham Lincoln",43,New York City,US,Cherbourg,New York City,1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Schabert, Mrs. Emma Mary Blake (née Mock)",35,"Hamburg, German Empire",German Empire,Cherbourg,New York City,1,1,1,Mrs,Other,adults,1,1,0.0,0.0,7.0
"Seward, Mr. Frederic Kimber",34,New York City,US,Southampton,New York City,1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Silverthorne, Mr. Spencer Victor",35,"St Louis, Missouri, US",US,Southampton,"St Louis, Missouri, US",1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Silvey, Mr. William Baird",50,"Duluth, Minnesota, US",US,Cherbourg,"Duluth, Minnesota, US",0,1,0,Mr,US,adults,2,0,0.0,4.0,6.0
"Silvey, Mrs. Alice (née Munger)",39,"Duluth, Minnesota, US",US,Cherbourg,"Duluth, Minnesota, US",1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"Simonius-Blumer, Colonel Alfons",56,"Basel, Switzerland",Switzerland,Southampton,New York City,1,1,1,Colonel,Other,seniors,1,1,2.0,0.0,1.0
"Sloper, Mr. William Thompson",28,"New Britain, Connecticut, US",US,Southampton,"New Britain, Connecticut, US",1,1,1,Mr,US,young adults,1,1,3.0,4.0,6.0
"Smart, Mr. John Montgomery",56,"Kildale, North Yorkshire, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Smith, Mr. James Clinch",56,"Paris, France",France,Cherbourg,"Long Island, New York, US",0,1,0,Mr,Other,seniors,4,0,2.0,0.0,6.0
"Smith, Mr. Lucien Philip",24,"Huntington, West Virginia, US",US,Cherbourg,"Huntington, West Virginia, US",0,1,0,Mr,US,young adults,4,0,3.0,4.0,6.0
"Smith, Mrs. Mary Eloise (née Hughes)[74][85]",18,"Huntington, West Virginia, US",US,Cherbourg,"Huntington, West Virginia, US",1,1,1,Mrs,US,minors,4,0,1.0,4.0,7.0
"Smith, Mr. Richard William",57,"Streatham, London, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,seniors,4,0,2.0,3.0,6.0
"Snyder, Mr. John Pillsbury",24,"Minneapolis, Minnesota, US",US,Southampton,"Minneapolis, Minnesota, US",1,1,1,Mr,US,young adults,2,0,3.0,4.0,6.0
"Snyder, Mrs. Nellie (née Stevenson)",23,"Minneapolis, Minnesota, US",US,Southampton,"Minneapolis, Minnesota, US",1,1,1,Mrs,US,young adults,2,0,3.0,4.0,7.0
"Spedden, Mr. Frederic Oakley",45,"Tuxedo Park, New York, US",US,Cherbourg,"Tuxedo Park, New York, US",1,1,1,Mr,US,adults,5,0,0.0,4.0,6.0
"Spedden, Mrs. Margaretta Corning (née Stone)",39,"Tuxedo Park, New York, US",US,Cherbourg,"Tuxedo Park, New York, US",1,1,1,Mrs,US,adults,5,0,0.0,4.0,7.0
"and maid, Miss Helen Alice Wilson",31,"Tuxedo Park, New York, US",US,Cherbourg,"Tuxedo Park, New York, US",1,1,1,Miss,US,adults,5,0,0.0,4.0,5.0
"Spedden, Master Robert Douglas",6,"Tuxedo Park, New York, US",US,Cherbourg,"Tuxedo Park, New York, US",1,1,1,Master,US,minors,5,0,1.0,4.0,4.0
"and nurse, Miss Elizabeth Margaret Burns",41,"Tuxedo Park, New York, US",US,Cherbourg,"Tuxedo Park, New York, US",1,1,1,Miss,US,adults,5,0,0.0,4.0,5.0
"Spencer, Mr. William Augustus",57,New York City,US,Cherbourg,New York City,0,1,0,Mr,US,seniors,3,0,2.0,4.0,6.0
"Spencer, Mrs. Marie Eugénie (née Demougeot)",45,New York City,US,Cherbourg,New York City,1,1,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"and maid, Miss Eugenie Elise Lurette",59,New York City,US,Cherbourg,New York City,1,1,1,Miss,US,seniors,3,0,2.0,4.0,5.0
"Stähelin-Maeglin, Dr. Max",32,"Basel, Switzerland",Switzerland,Southampton,New York City,1,1,1,Dr,Other,adults,1,1,0.0,0.0,2.0
"Stead, Mr. William Thomas",62,"London, England, UK",UK,Southampton,New York City,0,1,0,Mr,UK,seniors,1,1,2.0,3.0,6.0
"Stengel, Mr. Charles Emil Henry",54,"Newark, New Jersey, US",US,Cherbourg,"Newark, New Jersey, US",1,1,1,Mr,US,seniors,2,0,2.0,4.0,6.0
"Stengel, Mrs. Annie May (née Morris)",44,"Newark, New Jersey, US",US,Cherbourg,"Newark, New Jersey, US",1,1,1,Mrs,US,adults,2,0,0.0,4.0,7.0
"Stephenson, Mrs. Martha (née Eustis)",52,"Paris, France",France,Cherbourg,"Haverford, Pennsylvania, US",1,1,1,Mrs,Other,seniors,1,1,2.0,0.0,7.0
"Stewart, Mr. Albert A.",54,"Cincinnati, Ohio, US",US,Cherbourg,"Gallipolis, Ohio, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Stone, Mrs. Martha Evelyn (née Stevens)",62,New York City,US,Southampton,New York City,1,1,1,Mrs,US,seniors,2,0,2.0,4.0,7.0
"and maid, Miss Amelie ""Amelia"" Icard",38,New York City,US,Southampton,New York City,1,1,1,Miss,US,adults,2,0,0.0,4.0,5.0
"Straus, Mr. Isidor",67,New York City,US,Southampton,New York City,0,1,0,Mr,US,seniors,4,0,2.0,4.0,6.0
"and valet, Mr. John Farthing",57,New York City,US,Southampton,New York City,0,1,0,Mr,US,seniors,4,0,2.0,4.0,6.0
"Straus, Mrs. Rosalie Ida (née Blun)",63,New York City,US,Southampton,New York City,0,1,0,Mrs,US,seniors,4,0,2.0,4.0,7.0
"and maid, Miss Ellen Bird",31,New York City,US,Southampton,New York City,1,1,1,Miss,US,adults,4,0,0.0,4.0,5.0
"Sutton, Mr. Frederick",61,"Haddonfield, New Jersey, US",US,Southampton,"Haddonfield, New Jersey, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Swift, Mrs. Margaret Welles (née Barron)",46,New York City,US,Southampton,New York City,1,1,1,Mrs,US,adults,1,1,0.0,4.0,7.0
"Taussig, Mr. Emil",52,New York City,US,Southampton,New York City,0,1,0,Mr,US,seniors,3,0,2.0,4.0,6.0
"Taussig, Mrs. Tillie (née Mandelbaum)",39,New York City,US,Southampton,New York City,1,1,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Taussig, Miss Ruth",18,New York City,US,Southampton,New York City,1,1,1,Miss,US,minors,3,0,1.0,4.0,5.0
"Taylor, Mr. Elmer Zebley",48,"London, England, UK",UK,Southampton,"East Orange, New Jersey, US",1,1,1,Mr,UK,adults,2,0,0.0,3.0,6.0
"Taylor, Mrs. Juliet Cummins (née Wright)
",48,"London, England, UK",UK,Southampton,"East Orange, New Jersey, US",1,1,1,Mrs,UK,adults,2,0,0.0,3.0,7.0
"Thayer, Mr. John Borland II",49,"Haverford, Pennsylvania, US",US,Cherbourg,"Haverford, Pennsylvania, US",0,1,0,Mr,US,adults,4,0,0.0,4.0,6.0
"Thayer, Mrs. Marian Longsteth (née Morris)",39,"Haverford, Pennsylvania, US",US,Cherbourg,"Haverford, Pennsylvania, US",1,1,1,Mrs,US,adults,4,0,0.0,4.0,7.0
"and maid, Miss Margaret Fleming",42,"Haverford, Pennsylvania, US",US,Cherbourg,"Haverford, Pennsylvania, US",1,1,1,Miss,US,adults,4,0,0.0,4.0,5.0
"Thayer, Mr. John Borland ""Jack"" III",17,"Haverford, Pennsylvania, US",US,Cherbourg,"Haverford, Pennsylvania, US",1,1,1,Mr,US,minors,4,0,1.0,4.0,6.0
"Thorne, Mrs. Gertrude Maybelle (née McMinn)",37,New York City,US,Cherbourg,New York City,1,1,1,Mrs,US,adults,1,1,0.0,4.0,7.0
"Tucker, Mr. Gilbert Milligan Jr.",31,"Albany, New York, US",US,Cherbourg,"Albany, New York, US",1,1,1,Mr,US,adults,1,1,0.0,4.0,6.0
"Uruchurtu, Don Manuel E.",39,"Mexico City, Mexico",Mexico,Cherbourg,"Mexico City, Mexico",0,1,0,Mrs,Other,adults,1,1,0.0,0.0,7.0
"Van der Hoef, Mr. Wyckoff",61,"Brooklyn, New York, US",US,Belfast,"Brooklyn, New York, US",0,1,0,Mr,US,seniors,1,1,2.0,4.0,6.0
"Walker, Mr. William Anderson",48,"East Orange, New Jersey, US",US,Southampton,"East Orange, New Jersey, US",0,1,0,Mr,US,adults,1,1,0.0,4.0,6.0
"Warren, Mr. Frank Manley",63,"Portland, Oregon, US",US,Cherbourg,"Portland, Oregon, US",0,1,0,Mr,US,seniors,2,0,2.0,4.0,6.0
"Warren, Mrs. Anna Sophia (née Atkinson)",60,"Portland, Oregon, US",US,Cherbourg,"Portland, Oregon, US",1,1,1,Mrs,US,seniors,2,0,2.0,4.0,7.0
"Weir, Colonel John",59,New York City,US,Southampton,New York City,0,1,0,Colonel,US,seniors,1,1,2.0,4.0,1.0
"White, Mr. Percival Wayland",54,"Brunswick, Maine, US",US,Southampton,"Brunswick, Maine, US",0,1,0,Mr,US,seniors,5,0,2.0,4.0,6.0
"White, Mr. Richard Frasar",21,"Brunswick, Maine, US",US,Southampton,"Brunswick, Maine, US",0,1,0,Mr,US,young adults,5,0,3.0,4.0,6.0
"White, Mrs. Ella (née Holmes)",55,New York City,US,Cherbourg,New York City,1,1,1,Mrs,US,seniors,5,0,2.0,4.0,7.0
"and maid, Miss Amelia Mayo ""Nellie"" Bessette",39,New York City,US,Cherbourg,New York City,1,1,1,Miss,US,adults,5,0,0.0,4.0,5.0
"and manservant, Mr. Sante Righini",22,New York City,US,Cherbourg,New York City,0,1,0,Mr,US,young adults,5,0,3.0,4.0,6.0
"Wick, Colonel George Dennick",58,"Youngstown, Ohio, US",US,Southampton,"Youngstown, Ohio, US",0,1,0,Colonel,US,seniors,3,0,2.0,4.0,1.0
"Wick, Mrs. Mary (née Hitchcock)",45,"Youngstown, Ohio, US",US,Southampton,"Youngstown, Ohio, US",1,1,1,Mrs,US,adults,3,0,0.0,4.0,7.0
"Wick, Miss Mary Natalie",31,"Youngstown, Ohio, US",US,Southampton,"Youngstown, Ohio, US",1,1,1,Miss,US,adults,3,0,0.0,4.0,5.0
"Widener, Mr. George Dunton",50,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",0,1,0,Mr,US,adults,5,0,0.0,4.0,6.0
"and valet, Mr. Edwin Herbert Keeping",33,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",0,1,0,Mr,US,adults,5,0,0.0,4.0,6.0
"Widener, Mrs. Eleanor (née Elkins)",50,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",1,1,1,Mrs,US,adults,5,0,0.0,4.0,7.0
"and maid, Miss Amalie Henriette ""Emily"" Gieger",35,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",1,1,1,Miss,US,adults,5,0,0.0,4.0,5.0
"Widener, Mr. Harry Elkins",27,"Philadelphia, Pennsylvania, US",US,Southampton,"Philadelphia, Pennsylvania, US",0,1,0,Mr,US,young adults,5,0,3.0,4.0,6.0
"Willard, Miss Constance",21,"Duluth, Minnesota, US",US,Southampton,"Duluth, Minnesota, US",1,1,1,Miss,US,young adults,1,1,3.0,4.0,5.0
"Williams, Mr. Charles Duane",51,"Geneva, Switzerland",Switzerland,Cherbourg,"Radnor, Pennsylvania, US",0,1,0,Mr,Other,seniors,2,0,2.0,0.0,6.0
"Williams, Mr. Richard Norris II",21,"Geneva, Switzerland",Switzerland,Cherbourg,"Radnor, Pennsylvania, US",1,1,1,Mr,Other,young adults,2,0,3.0,0.0,6.0
"Woolner, Mr. Hugh",45,"London, England, UK",UK,Southampton,New York City,1,1,1,Mr,UK,adults,1,1,0.0,3.0,6.0
"Wright, Mr. George",62,"Halifax, Nova Scotia, Canada",Canada,Southampton,"Halifax, Nova Scotia, Canada",0,1,0,Mr,Other,seniors,1,1,2.0,0.0,6.0
"Young, Miss Marie Grice",36,New York City,US,Cherbourg,New York City,1,1,1,Miss,US,adults,1,1,0.0,4.0,5.0
"Abelson, Mr. Samuel",30,Russia,Russia,Cherbourg,"New York, New York, US",0,2,0,Mr,Other,young adults,2,0,3.0,0.0,6.0
